Address,Building_Number,City,Recipient,Street_Name_old,Street_Name,type_voie,Zip_Code,Country,repetition
"23 ter Rue du Lavoir 01600 Reyrieux, France",23,Reyrieux,,Rue du Lavoir,du Lavoir,Rue,01600,France,ter
"196 bis Montee des Balmes 01600 Reyrieux, France",196,Reyrieux,,Montee des Balmes,des Balmes,Montee,01600,France,bis
"196 ter Montee des Balmes 01600 Reyrieux, France",196,Reyrieux,,Montee des Balmes,des Balmes,Montee,01600,France,ter
"576 bis Chemin de la Reste 01600 Reyrieux, France",576,Reyrieux,,Chemin de la Reste,de la Reste,Chemin,01600,France,bis
"957 bis Chemin du Trêve d'Ars 01600 Reyrieux, France",957,Reyrieux,,Chemin du Trêve d'Ars,du Trêve d'Ars,Chemin,01600,France,bis
"891 bis Chemin du Trêve d'Ars 01600 Reyrieux, France",891,Reyrieux,,Chemin du Trêve d'Ars,du Trêve d'Ars,Chemin,01600,France,bis
"427 bis Chemin du Trêve d'Ars 01600 Reyrieux, France",427,Reyrieux,,Chemin du Trêve d'Ars,du Trêve d'Ars,Chemin,01600,France,bis
"130 bis Chemin des Roches 01600 Reyrieux, France",130,Reyrieux,,Chemin des Roches,des Roches,Chemin,01600,France,bis
"Entreprise Dupuis SARL, 77 bis Chemin des Roches 01600 Reyrieux, France",77,Reyrieux,Entreprise Dupuis SARL,Chemin des Roches,des Roches,Chemin,01600,France,bis
"247 bis Rue de la Ramassière 01600 Reyrieux, France",247,Reyrieux,,Rue de la Ramassière,de la Ramassière,Rue,01600,France,bis
"1 bis Montee des Plagnes 01600 Reyrieux, France",1,Reyrieux,,Montee des Plagnes,des Plagnes,Montee,01600,France,bis
"291 ter Route du Stade 01600 Reyrieux, France",291,Reyrieux,,Route du Stade,du Stade,Route,01600,France,ter
"Jean-Luc Martin, 291 bis Route du Stade 01600 Reyrieux, France",291,Reyrieux,Jean-Luc Martin,Route du Stade,du Stade,Route,01600,France,bis
"110 bis Impasse des Acacias 01600 Reyrieux, France",110,Reyrieux,,Impasse des Acacias,des Acacias,Impasse,01600,France,bis
"Mme Sophie Bernard, 60 bis Chemin des Iris 01600 Reyrieux, France",60,Reyrieux,Mme Sophie Bernard,Chemin des Iris,des Iris,Chemin,01600,France,bis
"Entreprise Dupuis SARL, 111 bis Rue Vendon 01600 Reyrieux, France",111,Reyrieux,Entreprise Dupuis SARL,Rue Vendon,Vendon,Rue,01600,France,bis
"Dr. François Morel, 130 bis Montee Curtil 01600 Reyrieux, France",130,Reyrieux,Dr. François Morel,Montee Curtil,Curtil,Montee,01600,France,bis
"Société Générale, 501 bis Chemin des Vignes 01600 Reyrieux, France",501,Reyrieux,Société Générale,Chemin des Vignes,des Vignes,Chemin,01600,France,bis
"344 bis Chemin des Vignes 01600 Reyrieux, France",344,Reyrieux,,Chemin des Vignes,des Vignes,Chemin,01600,France,bis
"27 bis Chemin de l'Écho 01600 Reyrieux, France",27,Reyrieux,,Chemin de l'Écho,de l'Écho,Chemin,01600,France,bis
"143 bis Rue de la Font Bénite 01600 Reyrieux, France",143,Reyrieux,,Rue de la Font Bénite,de la Font Bénite,Rue,01600,France,bis
"121 bis Rue de la Font Bénite 01600 Reyrieux, France",121,Reyrieux,,Rue de la Font Bénite,de la Font Bénite,Rue,01600,France,bis
"Madame Lefevre, 84 bis Chemin des Bruyères 01600 Reyrieux, France",84,Reyrieux,Madame Lefevre,Chemin des Bruyères,des Bruyères,Chemin,01600,France,bis
"École Nationale Supérieure, 153 bis Chemin de Gigneux 01600 Reyrieux, France",153,Reyrieux,École Nationale Supérieure,Chemin de Gigneux,de Gigneux,Chemin,01600,France,bis
"Mairie de Paris, 209 bis Chemin de Gigneux 01600 Reyrieux, France",209,Reyrieux,Mairie de Paris,Chemin de Gigneux,de Gigneux,Chemin,01600,France,bis
"Monsieur Dupont, 191 bis Chemin de Gigneux 01600 Reyrieux, France",191,Reyrieux,Monsieur Dupont,Chemin de Gigneux,de Gigneux,Chemin,01600,France,bis
"36 bis Chemin du Chateau 01600 Reyrieux, France",36,Reyrieux,,Chemin du Chateau,du Chateau,Chemin,01600,France,bis
"Dr. François Morel, 24 bis Chemin des Lilas 01600 Reyrieux, France",24,Reyrieux,Dr. François Morel,Chemin des Lilas,des Lilas,Chemin,01600,France,bis
"Association Les Petits Lutins, 24 ter Chemin des Lilas 01600 Reyrieux, France",24,Reyrieux,Association Les Petits Lutins,Chemin des Lilas,des Lilas,Chemin,01600,France,ter
"218 bis Chemin des Acacias 01600 Reyrieux, France",218,Reyrieux,,Chemin des Acacias,des Acacias,Chemin,01600,France,bis
"46 bis Impasse des Peupliers 01600 Reyrieux, France",46,Reyrieux,,Impasse des Peupliers,des Peupliers,Impasse,01600,France,bis
"Jean-Luc Martin, 10 bis Route de Ceyzériat 01250 Revonnas, France",10,Revonnas,Jean-Luc Martin,Route de Ceyzériat,de Ceyzériat,Route,01250,France,bis
"Jean-Luc Martin, 45 bis Route de Ceyzériat 01250 Revonnas, France",45,Revonnas,Jean-Luc Martin,Route de Ceyzériat,de Ceyzériat,Route,01250,France,bis
"341 bis Rue du Revermont 01250 Revonnas, France",341,Revonnas,,Rue du Revermont,du Revermont,Rue,01250,France,bis
"Jean-Luc Martin, 43 bis Chemin de Bramechèvre 01250 Revonnas, France",43,Revonnas,Jean-Luc Martin,Chemin de Bramechèvre,de Bramechèvre,Chemin,01250,France,bis
"Entreprise Dupuis SARL, 182 bis Rue du Clos 01750 Replonges, France",182,Replonges,Entreprise Dupuis SARL,Rue du Clos,du Clos,Rue,01750,France,bis
"Jean-Luc Martin, 118 bis Rue Janin 01750 Replonges, France",118,Replonges,Jean-Luc Martin,Rue Janin,Janin,Rue,01750,France,bis
"Association Les Petits Lutins, 280 ter Rue du Palachin 01750 Replonges, France",280,Replonges,Association Les Petits Lutins,Rue du Palachin,du Palachin,Rue,01750,France,ter
"Monsieur Dupont, 280 bis Rue du Palachin 01750 Replonges, France",280,Replonges,Monsieur Dupont,Rue du Palachin,du Palachin,Rue,01750,France,bis
"64 bis Rue de la Lye 01750 Replonges, France",64,Replonges,,Rue de la Lye,de la Lye,Rue,01750,France,bis
"Mme Sophie Bernard, 69 bis Rue de la Lye 01750 Replonges, France",69,Replonges,Mme Sophie Bernard,Rue de la Lye,de la Lye,Rue,01750,France,bis
"Monsieur Dupont, 160 bis Route de Pont de Vaux 01750 Replonges, France",160,Replonges,Monsieur Dupont,Route de Pont de Vaux,de Pont de Vaux,Route,01750,France,bis
"Dr. François Morel, 46 bis Route de Pont de Vaux 01750 Replonges, France",46,Replonges,Dr. François Morel,Route de Pont de Vaux,de Pont de Vaux,Route,01750,France,bis
"École Nationale Supérieure, 100 bis Route de Pont de Vaux 01750 Replonges, France",100,Replonges,École Nationale Supérieure,Route de Pont de Vaux,de Pont de Vaux,Route,01750,France,bis
"Mme Sophie Bernard, 36 bis Rue de la Croix Colin 01750 Replonges, France",36,Replonges,Mme Sophie Bernard,Rue de la Croix Colin,de la Croix Colin,Rue,01750,France,bis
"Monsieur Dupont, 664 bis Rue du Chemin Vieux 01750 Replonges, France",664,Replonges,Monsieur Dupont,Rue du Chemin Vieux,du Chemin Vieux,Rue,01750,France,bis
"Mme Sophie Bernard, 1001 bis Route du Creux 01750 Replonges, France",1001,Replonges,Mme Sophie Bernard,Route du Creux,du Creux,Route,01750,France,bis
"Mme Sophie Bernard, 1001 ter Route du Creux 01750 Replonges, France",1001,Replonges,Mme Sophie Bernard,Route du Creux,du Creux,Route,01750,France,ter
"Dr. François Morel 607 bis Rue de la Madone 01750 Replonges, France",607,Replonges,Dr. François Morel,Rue de la Madone,de la Madone,Rue,01750,France,bis
"Association Les Petits Lutins, 232 bis Rue de la Madone 01750 Replonges, France",232,Replonges,Association Les Petits Lutins,Rue de la Madone,de la Madone,Rue,01750,France,bis
"387 bis Rue du Bourg 01750 Replonges, France",387,Replonges,,Rue du Bourg,du Bourg,Rue,01750,France,bis
"363 bis Rue du Mottier 01750 Replonges, France",363,Replonges,,Rue du Mottier,du Mottier,Rue,01750,France,bis
"293 bis Rue du Mottier 01750 Replonges, France",293,Replonges,,Rue du Mottier,du Mottier,Rue,01750,France,bis
"Société Générale, 116 bis Ruette du Loup 01750 Replonges, France",116,Replonges,Société Générale,Ruette du Loup,du Loup,Ruette,01750,France,bis
"Entreprise Dupuis SARL, 443 bis Rue des Marchands 01750 Replonges, France",443,Replonges,Entreprise Dupuis SARL,Rue des Marchands,des Marchands,Rue,01750,France,bis
"Société Générale, 330 bis Rue des Marchands 01750 Replonges, France",330,Replonges,Société Générale,Rue des Marchands,des Marchands,Rue,01750,France,bis
"Mairie de Paris, 59 bis Rue du Mollard 01750 Replonges, France",59,Replonges,Mairie de Paris,Rue du Mollard,du Mollard,Rue,01750,France,bis
"588 bis Rue de Pain Blanc 01750 Replonges, France",588,Replonges,,Rue de Pain Blanc,de Pain Blanc,Rue,01750,France,bis
"Dr. François Morel, 545 bis Rue de Pain Blanc 01750 Replonges, France",545,Replonges,Dr. François Morel,Rue de Pain Blanc,de Pain Blanc,Rue,01750,France,bis
"51 bis Impasse du Creux 01750 Replonges, France",51,Replonges,,Impasse du Creux,du Creux,Impasse,01750,France,bis
"83 bis Impasse du Chemin Vieux 01750 Replonges, France",83,Replonges,,Impasse du Chemin Vieux,du Chemin Vieux,Impasse,01750,France,bis
"Société Générale, 271 bis Impasse de la Lye 01750 Replonges, France",271,Replonges,Société Générale,Impasse de la Lye,de la Lye,Impasse,01750,France,bis
"Mairie de Paris, 2230 bis Route d’Ambérieux En Dombes 01390 Rancé, France",2230,Rancé,Mairie de Paris,Route d’Ambérieux En Dombes,d’Ambérieux En Dombes,Route,01390,France,bis
"27 bis Avenue des Vieux Fours 01300 Prémeyzel, France",27,Prémeyzel,,Avenue des Vieux Fours,des Vieux Fours,Avenue,01300,France,bis
"Jean-Luc Martin, 4 bis Chemin du Puits Barret 01300 Prémeyzel, France",4,Prémeyzel,Jean-Luc Martin,Chemin du Puits Barret,du Puits Barret,Chemin,01300,France,bis
"Mme Sophie Bernard, 3 bis Route de Lachat 01300 Prémeyzel, France",3,Prémeyzel,Mme Sophie Bernard,Route de Lachat,de Lachat,Route,01300,France,bis
"Société Générale, 212 bis Chemin du Mas Falcon 01160 Priay, France",212,Priay,Société Générale,Chemin du Mas Falcon,du Mas Falcon,Chemin,01160,France,bis
"162 bis Rue des Champagnes 01160 Priay, France",162,Priay,,Rue des Champagnes,des Champagnes,Rue,01160,France,bis
"Dr. François Morel, 170 bis Route de Geneve 01160 Priay, France",170,Priay,Dr. François Morel,Route de Geneve,de Geneve,Route,01160,France,bis
"837 bis Grande Rue de la Cotiere 01160 Priay, France",837,Priay,,Grande Rue de la Cotiere,Grande Rue de la Cotiere,,01160,France,bis
"Mairie de Paris, 881 bis Grande Rue de la Cotiere 01160 Priay, France",881,Priay,Mairie de Paris,Grande Rue de la Cotiere,Grande Rue de la Cotiere,,01160,France,bis
"82 bis Rue de la Riviére 01160 Priay, France",82,Priay,,Rue de la Riviére,de la Riviére,Rue,01160,France,bis
"Jean-Luc Martin, 155 bis Rue du Bulet 01160 Priay, France",155,Priay,Jean-Luc Martin,Rue du Bulet,du Bulet,Rue,01160,France,bis
"Société Générale, 173 bis Chemin des Guers 01160 Priay, France",173,Priay,Société Générale,Chemin des Guers,des Guers,Chemin,01160,France,bis
"Madame Lefevre, 205 bis Chemin des Guers 01160 Priay, France",205,Priay,Madame Lefevre,Chemin des Guers,des Guers,Chemin,01160,France,bis
"15 bis Chemin des Quarts 01160 Priay, France",15,Priay,,Chemin des Quarts,des Quarts,Chemin,01160,France,bis
"Madame Lefevre, 3 bis Allee des Sapins 01160 Priay, France",3,Priay,Madame Lefevre,Allee des Sapins,des Sapins,Allee,01160,France,bis
"Société Générale 187 bis Chemin des Perrières 01280 Prévessin-Moëns, France",187,Prévessin-Moëns,Société Générale,Chemin des Perrières,des Perrières,Chemin,01280,France,bis
"Association Les Petits Lutins, 296 bis Chemin des Perrières 01280 Prévessin-Moëns, France",296,Prévessin-Moëns,Association Les Petits Lutins,Chemin des Perrières,des Perrières,Chemin,01280,France,bis
"Dr. François Morel, 51 bis Route de Véraz 01280 Prévessin-Moëns, France",51,Prévessin-Moëns,Dr. François Morel,Route de Véraz,de Véraz,Route,01280,France,bis
"Dr. François Morel, 140 bis Chemin des Pugins 01280 Prévessin-Moëns, France",140,Prévessin-Moëns,Dr. François Morel,Chemin des Pugins,des Pugins,Chemin,01280,France,bis
"Entreprise Dupuis SARL, 100 bis Route de Mategnin 01280 Prévessin-Moëns, France",100,Prévessin-Moëns,Entreprise Dupuis SARL,Route de Mategnin,de Mategnin,Route,01280,France,bis
"349 bis Chemin de Magny 01280 Prévessin-Moëns, France",349,Prévessin-Moëns,,Chemin de Magny,de Magny,Chemin,01280,France,bis
"Mairie de Paris, 207 bis Chemin des Poussins 01280 Prévessin-Moëns, France",207,Prévessin-Moëns,Mairie de Paris,Chemin des Poussins,des Poussins,Chemin,01280,France,bis
"Entreprise Dupuis SARL, 318 bis Route des Alpes 01280 Prévessin-Moëns, France",318,Prévessin-Moëns,Entreprise Dupuis SARL,Route des Alpes,des Alpes,Route,01280,France,bis
"217 bis Route Bellevue 01280 Prévessin-Moëns, France",217,Prévessin-Moëns,,Route Bellevue,Bellevue,Route,01280,France,bis
"Madame Lefevre, 313 bis Route Bellevue 01280 Prévessin-Moëns, France",313,Prévessin-Moëns,Madame Lefevre,Route Bellevue,Bellevue,Route,01280,France,bis
"963 bis Route Bellevue 01280 Prévessin-Moëns, France",963,Prévessin-Moëns,,Route Bellevue,Bellevue,Route,01280,France,bis
"Madame Lefevre, 1090 bis Route Bellevue 01280 Prévessin-Moëns, France",1090,Prévessin-Moëns,Madame Lefevre,Route Bellevue,Bellevue,Route,01280,France,bis
"Dr. François Morel, 39 bis Route d'Ornex 01280 Prévessin-Moëns, France",39,Prévessin-Moëns,Dr. François Morel,Route d'Ornex,d'Ornex,Route,01280,France,bis
"Monsieur Dupont, 553 bis Route d'Ornex 01280 Prévessin-Moëns, France",553,Prévessin-Moëns,Monsieur Dupont,Route d'Ornex,d'Ornex,Route,01280,France,bis
"Monsieur Dupont, 392 bis Route des Marlis 01280 Prévessin-Moëns, France",392,Prévessin-Moëns,Monsieur Dupont,Route des Marlis,des Marlis,Route,01280,France,bis
"Mme Sophie Bernard, 788 bis Route du Maroc 01280 Prévessin-Moëns, France",788,Prévessin-Moëns,Mme Sophie Bernard,Route du Maroc,du Maroc,Route,01280,France,bis
"Jean-Luc Martin, 617 bis Route de Vésegnin 01280 Prévessin-Moëns, France",617,Prévessin-Moëns,Jean-Luc Martin,Route de Vésegnin,de Vésegnin,Route,01280,France,bis
"Association Les Petits Lutins, 74 bis Chemin des Aglands 01280 Prévessin-Moëns, France",74,Prévessin-Moëns,Association Les Petits Lutins,Chemin des Aglands,des Aglands,Chemin,01280,France,bis
"Monsieur Dupont 74 ter Chemin des Aglands 01280 Prévessin-Moëns, France",74,Prévessin-Moëns,Monsieur Dupont,Chemin des Aglands,des Aglands,Chemin,01280,France,ter
"171 bis Route de Ferney 01280 Prévessin-Moëns, France",171,Prévessin-Moëns,,Route de Ferney,de Ferney,Route,01280,France,bis
"246 bis Route de Ferney 01280 Prévessin-Moëns, France",246,Prévessin-Moëns,,Route de Ferney,de Ferney,Route,01280,France,bis
"415 bis Route de Ferney 01280 Prévessin-Moëns, France",415,Prévessin-Moëns,,Route de Ferney,de Ferney,Route,01280,France,bis
"École Nationale Supérieure, 415 ter Route de Ferney 01280 Prévessin-Moëns, France",415,Prévessin-Moëns,École Nationale Supérieure,Route de Ferney,de Ferney,Route,01280,France,ter
"501 bis Route de Ferney 01280 Prévessin-Moëns, France",501,Prévessin-Moëns,,Route de Ferney,de Ferney,Route,01280,France,bis
"Association Les Petits Lutins, 501 ter Route de Ferney 01280 Prévessin-Moëns, France",501,Prévessin-Moëns,Association Les Petits Lutins,Route de Ferney,de Ferney,Route,01280,France,ter
"Entreprise Dupuis SARL, 316 bis Route de la Fontaine 01280 Prévessin-Moëns, France",316,Prévessin-Moëns,Entreprise Dupuis SARL,Route de la Fontaine,de la Fontaine,Route,01280,France,bis
"105 bis Rue de la Mairie 01550 Pougny, France",105,Pougny,,Rue de la Mairie,de la Mairie,Rue,01550,France,bis
"École Nationale Supérieure, 307 bis Route du Barrage 01550 Pougny, France",307,Pougny,École Nationale Supérieure,Route du Barrage,du Barrage,Route,01550,France,bis
"27 bis Route de la Chapelle 01550 Pougny, France",27,Pougny,,Route de la Chapelle,de la Chapelle,Route,01550,France,bis
"Association Les Petits Lutins, 232 bis Pre Faviere 01550 Pougny, France",232,Pougny,Association Les Petits Lutins,Pre Faviere,Faviere,Pre,01550,France,bis
"224 bis Chemin de l’Annaz 01550 Pougny, France",224,Pougny,,Chemin de l’Annaz,de l’Annaz,Chemin,01550,France,bis
"Jean-Luc Martin, 16 bis Rue du Lac 01460 Port, France",16,Port,Jean-Luc Martin,Rue du Lac,du Lac,Rue,01460,France,bis
"Madame Lefevre, 31 bis Rue Franche 01190 Pont-de-Vaux, France",31,Pont-de-Vaux,Madame Lefevre,Rue Franche,Franche,Rue,01190,France,bis
"Mme Sophie Bernard, 51 bis Rue Franche 01190 Pont-de-Vaux, France",51,Pont-de-Vaux,Mme Sophie Bernard,Rue Franche,Franche,Rue,01190,France,bis
"15 bis Rue Mal de Lattre de Tassigny 01190 Pont-de-Vaux, France",15,Pont-de-Vaux,,Rue Mal de Lattre de Tassigny,Mal de Lattre de Tassigny,Rue,01190,France,bis
"37 bis Rue Mal de Lattre de Tassigny 01190 Pont-de-Vaux, France",37,Pont-de-Vaux,,Rue Mal de Lattre de Tassigny,Mal de Lattre de Tassigny,Rue,01190,France,bis
"École Nationale Supérieure, 1 bis Rue Andre 01190 Pont-de-Vaux, France",1,Pont-de-Vaux,École Nationale Supérieure,Rue Andre,Andre,Rue,01190,France,bis
"Société Générale, 1 bis Rue de Gorrevod 01190 Pont-de-Vaux, France",1,Pont-de-Vaux,Société Générale,Rue de Gorrevod,de Gorrevod,Rue,01190,France,bis
"Association Les Petits Lutins, 9 bis Rue de Gorrevod 01190 Pont-de-Vaux, France",9,Pont-de-Vaux,Association Les Petits Lutins,Rue de Gorrevod,de Gorrevod,Rue,01190,France,bis
"Mme Sophie Bernard, 1 bis Place Michel Poisat 01190 Pont-de-Vaux, France",1,Pont-de-Vaux,Mme Sophie Bernard,Place Michel Poisat,Michel Poisat,Place,01190,France,bis
"Entreprise Dupuis SARL, 12 bis Rue du Grand Faubourg 01190 Pont-de-Vaux, France",12,Pont-de-Vaux,Entreprise Dupuis SARL,Rue du Grand Faubourg,du Grand Faubourg,Rue,01190,France,bis
"Jean-Luc Martin, 33 bis Rue du Grand Faubourg 01190 Pont-de-Vaux, France",33,Pont-de-Vaux,Jean-Luc Martin,Rue du Grand Faubourg,du Grand Faubourg,Rue,01190,France,bis
"Entreprise Dupuis SARL, 2 bis Rue de la Cavalerie 01190 Pont-de-Vaux, France",2,Pont-de-Vaux,Entreprise Dupuis SARL,Rue de la Cavalerie,de la Cavalerie,Rue,01190,France,bis
"Mairie de Paris, 1 bis Place Bertin 01190 Pont-de-Vaux, France",1,Pont-de-Vaux,Mairie de Paris,Place Bertin,Bertin,Place,01190,France,bis
"Madame Lefevre, 2 bis Place Bertin 01190 Pont-de-Vaux, France",2,Pont-de-Vaux,Madame Lefevre,Place Bertin,Bertin,Place,01190,France,bis
"Dr. François Morel, 16 bis Place Bertin 01190 Pont-de-Vaux, France",16,Pont-de-Vaux,Dr. François Morel,Place Bertin,Bertin,Place,01190,France,bis
"2 bis Rue Lamartine 01190 Pont-de-Vaux, France",2,Pont-de-Vaux,,Rue Lamartine,Lamartine,Rue,01190,France,bis
"Mme Sophie Bernard, 2 ter Rue Lamartine 01190 Pont-de-Vaux, France",2,Pont-de-Vaux,Mme Sophie Bernard,Rue Lamartine,Lamartine,Rue,01190,France,ter
"7 bis Rue de l’Eperon 01190 Pont-de-Vaux, France",7,Pont-de-Vaux,,Rue de l’Eperon,de l’Eperon,Rue,01190,France,bis
"Entreprise Dupuis SARL, 55 bis Route de Saint Trivier 01190 Pont-de-Vaux, France",55,Pont-de-Vaux,Entreprise Dupuis SARL,Route de Saint Trivier,de Saint Trivier,Route,01190,France,bis
"2 bis Rue du Moulin 01190 Pont-de-Vaux, France",2,Pont-de-Vaux,,Rue du Moulin,du Moulin,Rue,01190,France,bis
"Mme Sophie Bernard, 9 bis Rue du Moulin 01190 Pont-de-Vaux, France",9,Pont-de-Vaux,Mme Sophie Bernard,Rue du Moulin,du Moulin,Rue,01190,France,bis
"9 ter Rue du Moulin 01190 Pont-de-Vaux, France",9,Pont-de-Vaux,,Rue du Moulin,du Moulin,Rue,01190,France,ter
"10 bis Rue de la Cure 01190 Pont-de-Vaux, France",10,Pont-de-Vaux,,Rue de la Cure,de la Cure,Rue,01190,France,bis
"Madame Lefevre, 99 bis Chemin du Cimetière 01190 Pont-de-Vaux, France",99,Pont-de-Vaux,Madame Lefevre,Chemin du Cimetière,du Cimetière,Chemin,01190,France,bis
"19 bis Grande Rue 01290 Pont-de-Veyle, France",19,Pont-de-Veyle,,Grande Rue,Grande Rue,,01290,France,bis
